Brand,Nama Produk,Harga Asli,Harga Diskon,Diskon Persen,Link,Gambar,Material Atas,Material Dalam,Material Sol,Pengikat
Nike,Free Metcon 6 Workout Shoes,Rp 1.909.000,,,https://www.zalora.co.id/p/nike-free-metcon-6-workout-shoes-white-4904392,https://dynamic.zacdn.com/R1fk_Onx9c0WgyQ7cvN0cDppCuY=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-3561-2934094-1.jpg,: Mesh,: Textile,: Rubber,: Tali
Nike,Pegasus 41 Road Running Shoes,Rp 2.099.000,,,https://www.zalora.co.id/p/nike-pegasus-41-road-running-shoes-grey-4788045,https://dynamic.zacdn.com/07zg-fTUXdG1g_wFoElMxqUBzNM=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-3009-5408874-1.jpg,: Engineered Mesh,: Textile,: Waffle-inspired Rubber,: Tali
Nike,Precision 6 Basketball Shoes,Rp 1.020.540,,,https://www.zalora.co.id/p/nike-precision-6-basketball-shoes-black-3587585,https://dynamic.zacdn.com/1BkqTTuT5bg1BPZmUfkbz0IYY4U=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-4412-5857853-1.jpg,: Textile/Synthetic,: Textile,: Rubber,: Tali
Nike,Court Royale 2 Next Nature Men's Shoes,Rp 749.000,,-35%,https://www.zalora.co.id/p/nike-court-royale-2-next-nature-men-s-shoes-black-3074374,https://dynamic.zacdn.com/jg9dhf23iXhmgu_sKUYI_6C7bwo=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-3681-4734703-1.jpg,: Synthetic Leather,: Textile,: Rubber,-
Nike,Motiva Walking Shoes,Rp 1.808.940,,,https://www.zalora.co.id/p/nike-motiva-walking-shoes-multi-4999864,https://dynamic.zacdn.com/NRblCekCocrLkI_tMrF1AxQ3fX0=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7452-4689994-1.jpg,: Textile,: Textile,: Rubber,-
Nike,Motiva Walking Shoes,Rp 1.808.940,,,https://www.zalora.co.id/p/nike-motiva-walking-shoes-multi-4999864,https://dynamic.zacdn.com/NRblCekCocrLkI_tMrF1AxQ3fX0=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7452-4689994-1.jpg,: Textile,: Textile,: Rubber,-
Nike,Terra Manta Shoes,Rp 1.299.000,Rp 1.039.200,-20%,https://www.zalora.co.id/p/nike-terra-manta-shoes-blue-4788033,https://dynamic.zacdn.com/8EsDZK68wmr8DDGSL3h7ookN6hE=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-1161-3308874-1.jpg,: Textile/Synthetic,: Textile,: Rubber,: Tali
Nike,MC Trainer 3 Workout Shoes,Rp 1.069.000,,,https://www.zalora.co.id/p/nike-mc-trainer-3-workout-shoes-black-4473440,https://dynamic.zacdn.com/viEkjmI7lMmyGraTX8Q5qmOaOJU=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-1543-0443744-1.jpg,: Tekstil,: Tekstil,: Rubber,: Tali
Nike,Air Max Excee Shoes,Rp 1.692.140,,,https://www.zalora.co.id/p/nike-air-max-excee-shoes-multi-4999738,https://dynamic.zacdn.com/8twd_Ve5LBZw7Ykwh4gtIvF9KSA=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7269-8379994-1.jpg,": Polyurethane, Synthetic",: Textile,: Rubber,-
Nike,Pegasus 41 Shoes,Rp 2.099.000,,,https://www.zalora.co.id/p/nike-pegasus-41-shoes-blue-4904232,https://dynamic.zacdn.com/7JdwUoDNej5VwftLctS0ohxtm-k=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-2316-2324094-1.jpg,: Mesh,: Textile,: Rubber,: Tali
Nike,Interact Run Shoes,Rp 1.199.000,,,https://www.zalora.co.id/p/nike-interact-run-shoes-grey-4904235,https://dynamic.zacdn.com/BJgTHTp8H8sSEpFxulHBTgYWKzg=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-3000-5324094-1.jpg,: Textile,: Textile,: Rubber,: Tali
Nike,Downshifter 13 Road Running Shoes,Rp 899.000,,,https://www.zalora.co.id/p/nike-downshifter-13-road-running-shoes-blue-4904447,https://dynamic.zacdn.com/ZAPsajsb9o3AzAm2R8nYf7i4wJg=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-1582-7444094-1.jpg,: Mesh,: Textile,: Rubber,: Tali
Nike,Field General Shoes,Rp 1.692.140,,,https://www.zalora.co.id/p/nike-field-general-shoes-multi-4999985,https://dynamic.zacdn.com/XQBp6DEMHra81g3G5F6AhGh9MbM=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7624-5899994-1.jpg,": Suede, Textile",: Textile,: Rubber,-
Nike,Gamma Force Shoes,Rp 1.399.000,Rp 1.119.200,-20%,https://www.zalora.co.id/p/nike-gamma-force-shoes-white-4005804,https://dynamic.zacdn.com/5A8ZM9mbW822wCjFu9Z_3YQ-tXc=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-5623-4085004-1.jpg,: Synthetic Leather/Textile/Suede Leather,: Textile,: Rubber,-
Nike,Pacific Shoes,Rp 1.149.000,,,https://www.zalora.co.id/p/nike-pacific-shoes-green-4905094,https://dynamic.zacdn.com/ExtnCEJfMArOPDpeuuWs-elAhN0=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-3836-4905094-1.jpg,: Suede/Textile/Synthetic,: Textile,: Rubber,: Tali
Nike,Vomero 18 Shoes,Rp 2.249.000,,,https://www.zalora.co.id/p/nike-vomero-18-shoes-black-4904914,https://dynamic.zacdn.com/YSStTXm93auQYnchYbVEs3ZnkBM=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-2464-4194094-1.jpg,: Textile,: Textile,: Rubber,: Tali
Nike,Bella 7 Workout Shoes,Rp 1.399.000,Rp 1.049.250,-25%,https://www.zalora.co.id/p/nike-bella-7-workout-shoes-white-4788350,https://dynamic.zacdn.com/_BymhJxQdU9YQY_mwIsrQfXsBpc=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-5659-0538874-1.jpg,: Mesh,: Textile,: Rubber,: Tali
Nike,Winflo 11 Road Running Shoes,Rp 1.549.000,Rp 1.192.730,-23%,https://www.zalora.co.id/p/nike-winflo-11-road-running-shoes-white-4904554,https://dynamic.zacdn.com/a0Tleid9ZcWJcL89VP7WkEq5Diw=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-3582-4554094-1.jpg,: Mesh,: Textile,: Rubber,: Tali
Nike,Air Zoom Structure 25 Shoes,Rp 2.159.340,,,https://www.zalora.co.id/p/nike-air-zoom-structure-25-shoes-purple-4999836,https://dynamic.zacdn.com/Wp3h9_CvQa0zKup9TyaOUOHb6pQ=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7339-6389994-1.jpg,": Mesh, Synthetic",: Textile,: Rubber,-
Nike,Downshifter 12 Shoes,Rp 874.540,,,https://www.zalora.co.id/p/nike-downshifter-12-shoes-white-4999828,https://dynamic.zacdn.com/k6oikpG86prY7R8CeqxLl1YCfIY=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-1219-8289994-1.jpg,: Mesh,: Textile,: Rubber,-
Nike,Field General Shoes,Rp 1.692.140,,,https://www.zalora.co.id/p/nike-field-general-shoes-multi-4999970,https://dynamic.zacdn.com/8GDpQ1shVjXMa2b8w0cWMVTJb-Y=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7495-0799994-1.jpg,": Suede, Textile",: Textile,: Rubber,-
Nike,Winflo 11 Road Running Shoes,Rp 1.549.000,,,https://www.zalora.co.id/p/nike-winflo-11-road-running-shoes-grey-4904335,https://dynamic.zacdn.com/GJXTi3WBgzHvY9-jdPEtTAf3r90=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-2985-5334094-1.jpg,: Mesh,: Textile,: Rubber,: Tali
Nike,Women's Air Zoom Pegasus 41 FP Shoes,Rp 2.099.000,Rp 1.574.250,-25%,https://www.zalora.co.id/p/nike-women-s-air-zoom-pegasus-41-fp-shoes-multi-4473419,https://dynamic.zacdn.com/CMwleROLYD56baaz8w7zBFmvcRU=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-5313-9143744-1.jpg,: Textile,: Textile,: Rubber,: Tali
Nike,Air Max 90 Shoes,Rp 1.899.000,Rp 1.709.100,-10%,https://www.zalora.co.id/p/nike-air-max-90-shoes-multi-4899962,https://dynamic.zacdn.com/4rxzB8Si6Qhuh6ilnDRGYlZ0BD4=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-9201-2699984-1.jpg,: Mesh/Polyurethane/TPU,: Textile,: Rubber,: Tali
Nike,Dunk Low Retro Shoes,Rp 1.549.000,,,https://www.zalora.co.id/p/nike-dunk-low-retro-shoes-white-4904407,https://dynamic.zacdn.com/jHjtlswDBHO4vaQD8YlpmsJszBY=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-3830-7044094-1.jpg,: Synthetic/Leather,: Textile,: Rubber,: Tali
Nike,Journey Run Women's Shoes,Rp 1.399.000,,,https://www.zalora.co.id/p/nike-journey-run-women-s-shoes-black-4432408,https://dynamic.zacdn.com/RV2ejXvYi9NbMnaVDK7ldSN4h0Y=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-8014-8042344-1.jpg,: Textile,: Textile,: Rubber,: Tali
Nike,Reax 8 TR Men's Workout Shoes,Rp 1.370.940,,,https://www.zalora.co.id/p/nike-reax-8-tr-men-s-workout-shoes-multi-4999878,https://dynamic.zacdn.com/Da9xpKQmC2K3RcY9y8QZkeZAK8w=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7522-8789994-1.jpg,": Mesh, Synthetic",: Textile,: Rubber,-
Nike,Air Max Nuaxis Shoes,Rp 1.516.940,,,https://www.zalora.co.id/p/nike-air-max-nuaxis-shoes-multi-4999736,https://dynamic.zacdn.com/t55f80kE7pDt72IeO7WU6U01b6M=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7509-6379994-1.jpg,: Mesh,: Textile,: Rubber,-
Nike,Reina EasyOn Shoes,Rp 2.199.000,,,https://www.zalora.co.id/p/nike-reina-easyon-shoes-black-4788193,https://dynamic.zacdn.com/covBUTNuqe9Ol-kkCo81RiHTAus=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-4520-3918874-1.jpg,: Knit,: Textile,: Rubber,: Slip On
Nike,Motiva Walking Shoes,Rp 1.729.000,Rp 1.296.750,-25%,https://www.zalora.co.id/p/nike-motiva-walking-shoes-white-4788324,https://dynamic.zacdn.com/8DsnHXBTN-E7xm8FlHb0iIpODJM=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-5701-4238874-1.jpg,: Textile,: Textile,: Rubber,: Tali
Nike,Metcon 9 Workout Shoes,Rp 2.199.000,,,https://www.zalora.co.id/p/nike-metcon-9-workout-shoes-white-4788036,https://dynamic.zacdn.com/jlwAPDzYPoQFvmqKPXIiUOirA38=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-5692-6308874-1.jpg,: Mesh,: Textile,: Rubber,: Tali
Nike,Metcon 9 Workout Shoes,Rp 2.199.000,,,https://www.zalora.co.id/p/nike-metcon-9-workout-shoes-white-4788036,https://dynamic.zacdn.com/jlwAPDzYPoQFvmqKPXIiUOirA38=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-5692-6308874-1.jpg,: Mesh,: Textile,: Rubber,: Tali
Nike,Motiva Walking Shoes,Rp 1.729.000,Rp 1.296.750,-25%,https://www.zalora.co.id/p/nike-motiva-walking-shoes-white-4788324,https://dynamic.zacdn.com/8DsnHXBTN-E7xm8FlHb0iIpODJM=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-5701-4238874-1.jpg,: Textile,: Textile,: Rubber,: Tali
Nike,Juniper Trail 3 Shoes,Rp 1.370.940,,,https://www.zalora.co.id/p/nike-juniper-trail-3-shoes-red-4999905,https://dynamic.zacdn.com/BTV09QNdRaW-BDEuj2BtwXqQf7Y=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-0909-5099994-1.jpg,: Mesh,: Textile,: Rubber,-
Nike,Air Zoom Upturn SC Shoes,Rp 1.604.540,,,https://www.zalora.co.id/p/nike-air-zoom-upturn-sc-shoes-multi-4999763,https://dynamic.zacdn.com/QgELffs-dgRLqRAUtfnqA-KDtI4=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7409-3679994-1.jpg,: Mesh,: Textile,: Rubber,-
Nike,Field General Shoes,Rp 1.692.140,,,https://www.zalora.co.id/p/nike-field-general-shoes-multi-4999930,https://dynamic.zacdn.com/DdauuJTWwBQOzU9ofQeigNMHHgU=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7538-0399994-1.jpg,": Suede, Textile",: Textile,: Rubber,-
Nike,Pegasus 41 Shoes,Rp 2.159.340,,,https://www.zalora.co.id/p/nike-pegasus-41-shoes-black-4788032,https://dynamic.zacdn.com/XxFCKQfkshhxRWLgdzklBVGMsfQ=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-8779-2308874-1.jpg,": Mesh, Synthetic",: Textile,: Rubber,: Tali
Nike,Zoom Bella 6 Shoes,Rp 1.370.940,,,https://www.zalora.co.id/p/nike-zoom-bella-6-shoes-multi-4999825,https://dynamic.zacdn.com/lfytojfKnorUu97BAtiDIAHtX7w=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-1274-5289994-1.jpg,: Mesh,: Textile,: Rubber,-
Nike,Winflo 11 Road Running Shoes,Rp 1.549.000,Rp 1.161.750,-25%,https://www.zalora.co.id/p/nike-winflo-11-road-running-shoes-white-4432623,https://dynamic.zacdn.com/rOwBsNc518rrFpEVzogO1rlcnT8=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-0528-3262344-1.jpg,: Mesh,: Textile,: Rubber,: Tali
Nike,G.T. Cut Academy Ep Shoes,Rp 1.458.540,,,https://www.zalora.co.id/p/nike-g-t-cut-academy-ep-shoes-multi-4999848,https://dynamic.zacdn.com/Dw4X-GB4LWNzbVZz1zI-PygVr8I=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7603-8489994-1.jpg,: Textile,: Textile,: Rubber,-
Nike,Air Max Excee Shoes,Rp 1.549.000,Rp 1.394.100,-10%,https://www.zalora.co.id/p/nike-air-max-excee-shoes-white-4229791,https://dynamic.zacdn.com/mRtbHkOSRoiKwsuN0CSDBc1ABZw=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-0544-1979224-1.jpg,": Textile, Polyurethane",: Textile,: Rubber,: Perekat
Nike,Air Zoom Upturn SC Shoes,Rp 1.604.540,,,https://www.zalora.co.id/p/nike-air-zoom-upturn-sc-shoes-multi-4999732,https://dynamic.zacdn.com/AfgsUCG7QY6jZHLSEHg_ItXZd98=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7469-2379994-1.jpg,: Mesh,: Textile,: Rubber,-
Nike,Motiva Walking Shoes,Rp 1.729.000,Rp 1.296.750,-25%,https://www.zalora.co.id/p/nike-motiva-walking-shoes-blue-4787984,https://dynamic.zacdn.com/Hd2L1lfKXsWt_a7QSBARUkAwMwk=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-4058-4897874-1.jpg,: Textile,: Textile,: Rubber,: Tali
Nike,Juniper Trail 3 Trail Running Shoes,Rp 1.370.940,,,https://www.zalora.co.id/p/nike-juniper-trail-3-trail-running-shoes-white-4999909,https://dynamic.zacdn.com/PfeYdDlg6bg3p7DDTGKrUSwf73M=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7454-9099994-1.jpg,: Mesh,: Textile,: Rubber,-
Nike,Revolution 8 Shoes,Rp 962.140,,,https://www.zalora.co.id/p/nike-revolution-8-shoes-multi-4999942,https://dynamic.zacdn.com/sphf4oYrtcLEAn9RrV0aSvBVX6w=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-0982-2499994-1.jpg,: Textile,: Textile,: Rubber,-
Nike,Zoom Vomero 5 Shoes,Rp 2.489.000,Rp 2.115.650,-15%,https://www.zalora.co.id/p/nike-zoom-vomero-5-shoes-multi-4943931,https://dynamic.zacdn.com/8RYnBrGBNQVWag5VEHMvq12mJXM=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-2295-1393494-1.jpg,": Mesh, Synthetic",: Textile,: Rubber,: Tali
Nike,MC Trainer 2 Shoes,Rp 1.020.540,,,https://www.zalora.co.id/p/nike-mc-trainer-2-shoes-grey-4904429,https://dynamic.zacdn.com/v0iheq5y78ufAwJQgrN0rVK2390=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-3573-9244094-1.jpg,": Mesh, Synthetic",: Textile,: Rubber,: Tali
Nike,Quest 6 Shoes,Rp 1.254.140,,,https://www.zalora.co.id/p/nike-quest-6-shoes-multi-4999932,https://dynamic.zacdn.com/_NQ9pXgaOewyH8buB7u3yRFjKis=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-1208-2399994-1.jpg,: Textile,: Textile,: Rubber,-
Nike,Promina Shoes,Rp 962.140,,,https://www.zalora.co.id/p/nike-promina-shoes-multi-4999931,https://dynamic.zacdn.com/5Xrc2jT2UZ1m1xJP45tkBx38JXE=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-0898-1399994-1.jpg,: Textile,: Textile,: Rubber,-
Nike,Initiator Shoes,Rp 1.312.540,,,https://www.zalora.co.id/p/nike-initiator-shoes-brown-4976660,https://dynamic.zacdn.com/VGYogqtAXS46uOOdabopl-AaQeg=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-4596-0666794-1.jpg,: Synthetic and Lace Textile,: Textile,: Rubber,: Tali
Nike,Motiva Walking Shoes,Rp 1.729.000,Rp 1.556.100,-10%,https://www.zalora.co.id/p/nike-motiva-walking-shoes-black-4100668,https://dynamic.zacdn.com/IikYTmE8geF0OFTAi4oDK2ypoDM=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-0223-8660014-1.jpg,: Textile,: Textile,: Rubber,: Tali
Nike,Run Defy Road Running Shoes,Rp 809.000,,,https://www.zalora.co.id/p/nike-run-defy-road-running-shoes-black-4905042,https://dynamic.zacdn.com/3INKv6NJD_1Q1BZV8zkxlJA5guQ=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-0967-2405094-1.jpg,: Mesh,: Textile,: Rubber,: Tali
